rank,player_id,value
1,williro04,102.4
2,goberru01,103.3
3,adebaba01,104.2
4,horfoal01,104.4
5,looneke01,104.9
6,aytonde01,105.2
7,jokicni01,105.3
8,crowdja01,105.3
9,embiijo01,105.3
10,jacksja02,105.9
11,robinmi01,106.1
12,antetgi01,106.4
13,tatumja01,106.4
14,allenja01,106.4
15,doncilu01,106.5
16,paulch01,106.6
17,meltode01,106.6
18,smartma01,107.1
19,mobleev01,107.3
20,zubaciv01,107.4
