rank,player_id,value
1,goberru01,25.0
2,capelca01,23.5
3,jokicni01,23.0
4,nurkiju01,21.5
5,valanjo01,20.8
6,adamsst01,19.9
7,sabondo01,19.5
8,embiijo01,19.4
9,looneke01,18.8
10,antetgi01,18.7
11,vucevni01,18.7
12,aytonde01,18.6
13,cartewe01,18.5
14,zubaciv01,18.4
15,allenja01,18.4
16,stewais01,18.4
17,woodch01,18.0
18,robinmi01,17.9
19,loveke01,17.8
20,vandeja01,17.8
