rank,player_id,value
1,paulch01,10.8
2,hardeja01,10.3
3,youngtr01,9.7
4,murrade01,9.2
5,doncilu01,8.7
6,garlada01,8.6
7,halibty01,8.2
8,jokicni01,7.9
9,ballla01,7.6
10,lowryky01,7.5
11,russeda01,7.1
12,westbru01,7.1
13,holidjr01,6.8
14,vanvlfr01,6.7
15,curryst01,6.3
16,porteke02,6.2
17,smartma01,5.9
18,antetgi01,5.8
19,anthoco01,5.7
20,foxde01,5.6
