rank,player_id,value
1,embiijo01,803.0
2,antetgi01,766.0
3,derozde01,593.0
4,youngtr01,553.0
5,hardeja01,536.0
6,doncilu01,489.0
7,tatumja01,469.0
8,jokicni01,468.0
9,townska01,467.0
10,butleji01,455.0
11,goberru01,439.0
12,moranja01,415.0
13,barneha02,413.0
14,duranke01,409.0
15,barrerj01,406.0
16,gilgesh01,405.0
17,randlju01,401.0
18,westbru01,399.0
19,siakapa01,379.0
20,lavinza01,375.0
