rank,player_id,value
1,embiijo01,30.6
2,antetgi01,29.9
3,doncilu01,28.4
4,youngtr01,28.4
5,derozde01,27.9
6,jokicni01,27.1
7,tatumja01,26.9
8,bookede01,26.8
9,mitchdo01,25.9
10,curryst01,25.5
11,townska01,24.6
12,lavinza01,24.4
13,brownja02,23.6
14,foxde01,23.2
15,siakapa01,22.8
16,mccolcj01,22.1
17,hardeja01,22.0
18,garlada01,21.7
19,edwaran01,21.3
20,murrade01,21.1
