rank,player_id,value
1,jacksja02,177.0
2,goberru01,137.0
3,williro04,134.0
4,robinmi01,133.0
5,bambamo01,118.0
6,poeltja01,118.0
7,turnemy01,118.0
8,mobleev01,115.0
9,whiteha01,103.0
10,gaffoda01,99.0
11,embiijo01,99.0
12,capelca01,93.0
13,horfoal01,92.0
14,antetgi01,91.0
15,covinro01,91.0
16,davisan02,90.0
17,porzikr01,84.0
18,townska01,83.0
19,mcgeeja01,81.0
20,stewais01,78.0
