rank,player_id,value
1,jokicni01,13.7
2,antetgi01,11.2
3,embiijo01,9.2
4,doncilu01,8.2
5,jamesle01,7.7
6,duranke01,7.2
7,butleji01,6.3
8,moranja01,6.1
9,curryst01,5.8
10,williro04,5.5
11,paulch01,5.4
12,murrade01,5.4
13,youngtr01,5.2
14,townska01,5.0
15,tatumja01,4.9
16,goberru01,4.6
17,loveke01,4.5
18,mitchdo01,4.3
19,horfoal01,4.3
20,sabondo01,4.1
