rank,player_id,value
1,jokicni01,9.2
2,antetgi01,7.6
3,embiijo01,7.2
4,youngtr01,7.1
5,jamesle01,6.9
6,duranke01,6.4
7,doncilu01,6.4
8,moranja01,6.2
9,curryst01,5.4
10,mitchdo01,4.6
11,butleji01,4.5
12,townska01,4.5
13,loveke01,4.4
14,tatumja01,4.3
15,lavinza01,3.9
16,bookede01,3.9
17,harremo01,3.7
18,hardeja01,3.7
19,murrade01,3.7
20,garlada01,3.4
