rank,player_id,value
1,youngtr01,2155.0
2,derozde01,2118.0
3,embiijo01,2079.0
4,tatumja01,2046.0
5,jokicni01,2004.0
6,antetgi01,2002.0
7,doncilu01,1847.0
8,bookede01,1822.0
9,townska01,1818.0
10,mitchdo01,1733.0
11,jamesle01,1695.0
12,duranke01,1643.0
13,lavinza01,1635.0
14,curryst01,1630.0
15,bridgmi02,1613.0
16,moranja01,1564.0
17,brownja02,1559.0
18,siakapa01,1551.0
19,edwaran01,1533.0
20,ballla01,1508.0
