rank,player_id,value
1,tatumja01,856.0
2,youngtr01,833.0
3,doncilu01,762.0
4,derozde01,761.0
5,bookede01,759.0
6,mitchdo01,759.0
7,jacksre01,743.0
8,randlju01,734.0
9,ballla01,716.0
10,barrerj01,707.0
11,edwaran01,696.0
12,curryst01,689.0
13,beysa01,686.0
14,westbru01,685.0
15,embiijo01,668.0
16,murrade01,668.0
17,vanvlfr01,655.0
18,hieldbu01,652.0
19,roziete01,649.0
20,clarkjo01,647.0
