rank,player_id,value
1,jokicni01,813.0
2,goberru01,727.0
3,vucevni01,662.0
4,embiijo01,650.0
5,antetgi01,644.0
6,valanjo01,617.0
7,capelca01,598.0
8,randlju01,591.0
9,woodch01,576.0
10,sabondo01,551.0
11,doncilu01,537.0
12,townska01,533.0
13,tatumja01,524.0
14,cartewe01,509.0
15,kuzmaky01,491.0
16,murrade01,483.0
17,portibo01,477.0
18,westbru01,470.0
19,bridgmi02,469.0
20,nurkiju01,452.0
21,siakapa01,452.0
