rank,player_id,value
1,jokicni01,32.8
2,antetgi01,32.1
3,embiijo01,31.2
4,jamesle01,26.2
5,duranke01,25.6
6,youngtr01,25.4
7,doncilu01,25.1
8,goberru01,24.7
9,moranja01,24.4
10,townska01,24.1
11,butleji01,23.6
12,harremo01,23.2
13,derozde01,23.1
14,allenja01,23.0
15,murrade01,22.3
16,williro04,22.1
17,aytonde01,21.9
18,sabondo01,21.9
19,adebaba01,21.8
20,tatumja01,21.8
