rank,player_id,value
1,jokicni01,10.8
2,antetgi01,9.2
3,youngtr01,9.0
4,embiijo01,7.9
5,goberru01,7.3
6,townska01,7.1
7,derozde01,7.0
8,duranke01,6.4
9,butleji01,6.2
10,harremo01,6.1
11,williro04,6.0
12,poweldw01,6.0
13,paulch01,5.8
14,capelca01,5.6
15,allenja01,5.4
16,maxeyty01,5.4
17,robinmi01,5.3
18,sabondo01,5.3
19,halibty01,5.2
20,bridgmi01,5.2
