rank,player_id,value
1,curryst01,750.0
2,hieldbu01,716.0
3,mitchdo01,654.0
4,tatumja01,651.0
5,vanvlfr01,642.0
6,beaslma01,637.0
7,robindu01,624.0
8,fournev01,619.0
9,beysa01,610.0
10,youngtr01,610.0
11,edwaran01,602.0
12,clarkjo01,597.0
13,roziete01,593.0
14,poolejo01,580.0
15,doncilu01,569.0
16,millspa02,568.0
17,ballla01,565.0
18,grahade01,563.0
19,oubreke01,553.0
20,trentga02,545.0
