rank,player_id,value
1,doncilu01,37.4
2,embiijo01,37.2
3,antetgi01,34.9
4,youngtr01,34.4
5,moranja01,33.7
6,mitchdo01,32.9
7,jamesle01,32.3
8,tatumja01,32.1
9,bookede01,32.0
10,jokicni01,31.9
11,derozde01,31.8
12,duranke01,31.2
13,curryst01,30.8
14,gilgesh01,30.8
15,brownja02,30.5
16,ingrabr01,29.3
17,foxde01,29.1
18,herroty01,28.8
19,lavinza01,28.8
20,randlju01,28.7
