rank,player_id,value
1,murrade01,138.0
2,halibty01,134.0
3,joneshe01,130.0
4,trentga02,122.0
5,paulch01,121.0
6,ballla01,119.0
7,smartma01,119.0
8,thybuma01,115.0
9,vanvlfr01,111.0
10,jokicni01,109.0
11,holidjr01,108.0
12,edwaran01,105.0
13,meltode01,104.0
14,covinro01,103.0
15,mitchdo01,99.0
16,vandeja01,99.0
17,okekech01,97.0
18,bridgmi01,96.0
19,conlemi01,96.0
20,paytoga02,96.0
