rank,player_id,value
1,youngtr01,303.0
2,westbru01,295.0
3,doncilu01,292.0
4,hardeja01,284.0
5,jokicni01,281.0
6,garlada01,248.0
7,ballla01,245.0
8,randlju01,245.0
9,cunnica01,234.0
10,townska01,226.0
11,antetgi01,219.0
12,tatumja01,217.0
13,embiijo01,214.0
14,curryst01,206.0
15,mitchdo01,200.0
16,halibty01,199.0
17,jamesle01,196.0
18,moranja01,196.0
19,sabondo01,195.0
20,porteke02,192.0
