rank,player_id,value
1,siakapa01,37.9
2,vanvlfr01,37.9
3,hardeja01,37.2
4,derozde01,36.1
5,tatumja01,35.9
6,garlada01,35.7
7,bridgmi02,35.5
8,doncilu01,35.4
9,barnesc01,35.4
10,randlju01,35.3
11,maxeyty01,35.3
12,foxde01,35.3
13,halibty01,35.0
14,trentga02,35.0
15,youngtr01,34.9
16,harrito02,34.8
17,bridgmi01,34.8
18,murrade01,34.8
19,lavinza01,34.7
20,mccolcj01,34.6
