rank,player_id,value
1,goberru01,36.3
2,jokicni01,35.5
3,nurkiju01,32.6
4,capelca01,31.9
5,valanjo01,31.2
6,embiijo01,31.1
7,vucevni01,30.7
8,woodch01,30.4
9,antetgi01,30.4
10,loveke01,29.2
11,cartewe01,29.1
12,sabondo01,29.0
13,aytonde01,27.1
14,adebaba01,26.1
15,doncilu01,26.0
16,randlju01,25.5
17,bambamo01,24.6
18,allenja01,24.5
19,stewais01,24.5
20,portibo01,24.4
