rank,player_id,value
1,adamsst01,349.0
2,robinmi01,295.0
3,capelca01,279.0
4,poeltja01,262.0
5,goberru01,241.0
6,williro04,238.0
7,drumman01,229.0
8,stewais01,226.0
9,valanjo01,226.0
10,zubaciv01,217.0
11,vandeja01,215.0
12,looneke01,208.0
13,jokicni01,206.0
14,sabondo01,201.0
15,barnesc01,195.0
16,townska01,194.0
17,allenja01,192.0
18,portibo01,180.0
19,bouchch01,179.0
20,plumlma01,176.0
