rank,player_id,value
1,curryst01,285.0
2,hieldbu01,262.0
3,vanvlfr01,242.0
4,fournev01,241.0
5,beaslma01,240.0
6,youngtr01,233.0
7,mitchdo01,232.0
8,robindu01,232.0
9,tatumja01,230.0
10,banede01,228.0
11,millspa02,227.0
12,roziete01,222.0
13,ballla01,220.0
14,edwaran01,215.0
15,beysa01,211.0
16,poolejo01,211.0
17,trentga02,209.0
18,doncilu01,201.0
19,grahade01,192.0
20,oubreke01,191.0
