rank,player_id,value
1,goberru01,14.7
2,jokicni01,13.8
3,sabondo01,12.1
4,capelca01,11.9
5,embiijo01,11.7
6,antetgi01,11.6
7,valanjo01,11.4
8,vucevni01,11.0
9,cartewe01,10.5
10,aytonde01,10.2
11,woodch01,10.1
12,adamsst01,10.0
13,randlju01,9.9
14,townska01,9.8
15,williro04,9.6
16,poeltja01,9.3
17,drumman01,9.3
18,portibo01,9.1
19,doncilu01,9.1
20,stewais01,8.7
