rank,player_id,value
1,bridgmi01,2854.0
2,bridgmi02,2837.0
3,derozde01,2743.0
4,tatumja01,2731.0
5,beysa01,2704.0
6,halibty01,2695.0
7,westbru01,2678.0
8,youngtr01,2652.0
9,maxeyty01,2650.0
10,finnedo01,2644.0
11,barnesc01,2617.0
12,barneha02,2587.0
13,siakapa01,2578.0
14,randlju01,2544.0
15,harrito02,2543.0
16,brunsja01,2524.0
17,hieldbu01,2499.0
18,jokicni01,2476.0
19,townska01,2476.0
20,edwaran01,2466.0
