rank,player_id,value
1,jokicni01,15.2
2,antetgi01,12.9
3,embiijo01,12.0
4,goberru01,11.7
5,townska01,10.3
6,youngtr01,10.0
7,williro04,9.9
8,tatumja01,9.6
9,paulch01,9.4
10,butleji01,9.2
11,bridgmi01,8.9
12,derozde01,8.8
13,robinmi01,8.5
14,allenja01,8.5
15,duranke01,8.4
16,capelca01,8.3
17,poweldw01,8.2
18,siakapa01,8.1
19,curryst01,8.0
20,hardeja01,7.6
