rank,player_id,value
1,jokicni01,0.296
2,antetgi01,0.281
3,goberru01,0.264
4,williro04,0.262
5,embiijo01,0.252
6,butleji01,0.228
7,allenja01,0.225
8,robinmi01,0.221
9,poweldw01,0.219
10,harremo01,0.213
11,paulch01,0.21
12,aytonde01,0.203
13,townska01,0.199
14,duranke01,0.198
15,capelca01,0.195
16,adebaba01,0.188
17,looneke01,0.188
18,zubaciv01,0.187
19,horfoal01,0.181
20,youngtr01,0.181
