rank,player_id,value
1,jokicni01,9.8
2,antetgi01,7.4
3,embiijo01,6.5
4,doncilu01,5.9
5,jamesle01,5.1
6,youngtr01,4.8
7,tatumja01,4.8
8,duranke01,4.8
9,murrade01,4.4
10,townska01,4.4
11,curryst01,4.4
12,butleji01,4.0
13,paulch01,4.0
14,moranja01,3.9
15,hardeja01,3.7
16,mitchdo01,3.6
17,bookede01,3.6
18,siakapa01,3.6
19,goberru01,3.6
20,vanvlfr01,3.5
