rank,player_id,value
1,youngtr01,46.7
2,doncilu01,46.0
3,paulch01,44.5
4,jokicni01,42.6
5,murrade01,40.6
6,hardeja01,40.3
7,garlada01,39.9
8,ballla01,35.7
9,moranja01,34.1
10,halibty01,34.1
11,russeda01,33.1
12,giddejo01,32.3
13,lowryky01,32.3
14,holidjr01,31.8
15,antetgi01,31.7
16,westbru01,31.6
17,gilgesh01,31.1
18,porteke02,30.7
19,jamesle01,30.6
20,curryst01,30.4
