rank,player_id,value
1,embiijo01,654.0
2,antetgi01,553.0
3,derozde01,520.0
4,youngtr01,500.0
5,hardeja01,470.0
6,tatumja01,400.0
7,butleji01,396.0
8,townska01,384.0
9,jokicni01,379.0
10,duranke01,372.0
11,doncilu01,364.0
12,barneha02,341.0
13,gilgesh01,328.0
14,lavinza01,320.0
15,moranja01,316.0
16,bookede01,315.0
17,goberru01,303.0
18,randlju01,303.0
19,barrerj01,290.0
20,jacksja02,284.0
21,siakapa01,284.0
