game_code,game_date,game_time,home_code,home_name,home_link,away_code,away_name,away_link,arena
NYK-LAL-=1312023,=1-31-2023,7:30p,NYK,New York Knicks,/teams/NYK/2023.html,LAL,Los Angeles Lakers,/teams/LAL/2023.html,Madison Square Garden (IV)
CHI-LAC-=1312023,=1-31-2023,8:00p,CHI,Chicago Bulls,/teams/CHI/2023.html,LAC,Los Angeles Clippers,/teams/LAC/2023.html,United Center
MIL-CHO-=1312023,=1-31-2023,8:00p,MIL,Milwaukee Bucks,/teams/MIL/2023.html,CHO,Charlotte Hornets,/teams/CHO/2023.html,Fiserv Forum
DEN-NOP-=1312023,=1-31-2023,10:00p,DEN,Denver Nuggets,/teams/DEN/2023.html,NOP,New Orleans Pelicans,/teams/NOP/2023.html,Ball Arena
DET-WAS-=2=12023,=2-=1-2023,7:00p,DET,Detroit Pistons,/teams/DET/2023.html,WAS,Washington Wizards,/teams/WAS/2023.html,Little Caesars Arena
MEM-POR-=2=12023,=2-=1-2023,7:00p,MEM,Memphis Grizzlies,/teams/MEM/2023.html,POR,Portland Trail Blazers,/teams/POR/2023.html,FedEx Forum
PHI-ORL-=2=12023,=2-=1-2023,7:00p,PHI,Philadelphia 76ers,/teams/PHI/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,Wells Fargo Center
BOS-BRK-=2=12023,=2-=1-2023,7:30p,BOS,Boston Celtics,/teams/BOS/2023.html,BRK,Brooklyn Nets,/teams/BRK/2023.html,TD Garden
HOU-OKC-=2=12023,=2-=1-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,Toyota Center
MIN-GSW-=2=12023,=2-=1-2023,8:00p,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,Target Center
SAS-SAC-=2=12023,=2-=1-2023,8:00p,SAS,San Antonio Spurs,/teams/SAS/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,AT&T Center
UTA-TOR-=2=12023,=2-=1-2023,9:00p,UTA,Utah Jazz,/teams/UTA/2023.html,TOR,Toronto Raptors,/teams/TOR/2023.html,Vivint Arena
PHO-ATL-=2=12023,=2-=1-2023,10:00p,PHO,Phoenix Suns,/teams/PHO/2023.html,ATL,Atlanta Hawks,/teams/ATL/2023.html,Footprint Center
IND-LAL-=2=22023,=2-=2-2023,7:00p,IND,Indiana Pacers,/teams/IND/2023.html,LAL,Los Angeles Lakers,/teams/LAL/2023.html,Gainbridge Fieldhouse
CLE-MEM-=2=22023,=2-=2-2023,7:30p,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,MEM,Memphis Grizzlies,/teams/MEM/2023.html,Rocket Mortgage Fieldhouse
NYK-MIA-=2=22023,=2-=2-2023,7:30p,NYK,New York Knicks,/teams/NYK/2023.html,MIA,Miami Heat,/teams/MIA/2023.html,Madison Square Garden (IV)
CHI-CHO-=2=22023,=2-=2-2023,8:00p,CHI,Chicago Bulls,/teams/CHI/2023.html,CHO,Charlotte Hornets,/teams/CHO/2023.html,United Center
DAL-NOP-=2=22023,=2-=2-2023,8:30p,DAL,Dallas Mavericks,/teams/DAL/2023.html,NOP,New Orleans Pelicans,/teams/NOP/2023.html,American Airlines Center
DEN-GSW-=2=22023,=2-=2-2023,9:00p,DEN,Denver Nuggets,/teams/DEN/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,Ball Arena
MIL-LAC-=2=22023,=2-=2-2023,10:00p,MIL,Milwaukee Bucks,/teams/MIL/2023.html,LAC,Los Angeles Clippers,/teams/LAC/2023.html,Fiserv Forum
DET-CHO-=2=32023,=2-=3-2023,7:00p,DET,Detroit Pistons,/teams/DET/2023.html,CHO,Charlotte Hornets,/teams/CHO/2023.html,Little Caesars Arena
IND-SAC-=2=32023,=2-=3-2023,7:00p,IND,Indiana Pacers,/teams/IND/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Gainbridge Fieldhouse
WAS-POR-=2=32023,=2-=3-2023,7:00p,WAS,Washington Wizards,/teams/WAS/2023.html,POR,Portland Trail Blazers,/teams/POR/2023.html,Capital One Arena
BOS-PHO-=2=32023,=2-=3-2023,7:30p,BOS,Boston Celtics,/teams/BOS/2023.html,PHO,Phoenix Suns,/teams/PHO/2023.html,TD Garden
HOU-TOR-=2=32023,=2-=3-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,TOR,Toronto Raptors,/teams/TOR/2023.html,Toyota Center
MIN-ORL-=2=32023,=2-=3-2023,8:00p,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,Target Center
SAS-PHI-=2=32023,=2-=3-2023,8:00p,SAS,San Antonio Spurs,/teams/SAS/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,AT&T Center
UTA-ATL-=2=32023,=2-=3-2023,9:00p,UTA,Utah Jazz,/teams/UTA/2023.html,ATL,Atlanta Hawks,/teams/ATL/2023.html,Vivint Arena
BRK-WAS-=2=42023,=2-=4-2023,6:00p,BRK,Brooklyn Nets,/teams/BRK/2023.html,WAS,Washington Wizards,/teams/WAS/2023.html,Barclays Center
DET-PHO-=2=42023,=2-=4-2023,7:00p,DET,Detroit Pistons,/teams/DET/2023.html,PHO,Phoenix Suns,/teams/PHO/2023.html,Little Caesars Arena
NYK-LAC-=2=42023,=2-=4-2023,7:00p,NYK,New York Knicks,/teams/NYK/2023.html,LAC,Los Angeles Clippers,/teams/LAC/2023.html,Madison Square Garden (IV)
CHI-POR-=2=42023,=2-=4-2023,8:00p,CHI,Chicago Bulls,/teams/CHI/2023.html,POR,Portland Trail Blazers,/teams/POR/2023.html,United Center
MIL-MIA-=2=42023,=2-=4-2023,8:00p,MIL,Milwaukee Bucks,/teams/MIL/2023.html,MIA,Miami Heat,/teams/MIA/2023.html,Fiserv Forum
NOP-LAL-=2=42023,=2-=4-2023,8:00p,NOP,New Orleans Pelicans,/teams/NOP/2023.html,LAL,Los Angeles Lakers,/teams/LAL/2023.html,Smoothie King Center
OKC-HOU-=2=42023,=2-=4-2023,8:00p,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,HOU,Houston Rockets,/teams/HOU/2023.html,Paycom Center
GSW-DAL-=2=42023,=2-=4-2023,8:30p,GSW,Golden State Warriors,/teams/GSW/2023.html,DAL,Dallas Mavericks,/teams/DAL/2023.html,Chase Center
DEN-ATL-=2=42023,=2-=4-2023,9:00p,DEN,Denver Nuggets,/teams/DEN/2023.html,ATL,Atlanta Hawks,/teams/ATL/2023.html,Ball Arena
CHO-ORL-=2=52023,=2-=5-2023,1:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,Spectrum Center
IND-CLE-=2=52023,=2-=5-2023,5:00p,IND,Indiana Pacers,/teams/IND/2023.html,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,Gainbridge Fieldhouse
MEM-TOR-=2=52023,=2-=5-2023,6:00p,MEM,Memphis Grizzlies,/teams/MEM/2023.html,TOR,Toronto Raptors,/teams/TOR/2023.html,FedEx Forum
NYK-PHI-=2=52023,=2-=5-2023,6:00p,NYK,New York Knicks,/teams/NYK/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,Madison Square Garden (IV)
MIN-DEN-=2=52023,=2-=5-2023,7:00p,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,Target Center
NOP-SAC-=2=52023,=2-=5-2023,7:00p,NOP,New Orleans Pelicans,/teams/NOP/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Smoothie King Center
DET-BOS-=2=62023,=2-=6-2023,7:00p,DET,Detroit Pistons,/teams/DET/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,Little Caesars Arena
WAS-CLE-=2=62023,=2-=6-2023,7:00p,WAS,Washington Wizards,/teams/WAS/2023.html,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,Capital One Arena
BRK-LAC-=2=62023,=2-=6-2023,7:30p,BRK,Brooklyn Nets,/teams/BRK/2023.html,LAC,Los Angeles Clippers,/teams/LAC/2023.html,Barclays Center
CHI-SAS-=2=62023,=2-=6-2023,8:00p,CHI,Chicago Bulls,/teams/CHI/2023.html,SAS,San Antonio Spurs,/teams/SAS/2023.html,United Center
HOU-SAC-=2=62023,=2-=6-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Toyota Center
UTA-DAL-=2=62023,=2-=6-2023,9:00p,UTA,Utah Jazz,/teams/UTA/2023.html,DAL,Dallas Mavericks,/teams/DAL/2023.html,Vivint Arena
GSW-OKC-=2=62023,=2-=6-2023,10:00p,GSW,Golden State Warriors,/teams/GSW/2023.html,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,Chase Center
POR-MIL-=2=62023,=2-=6-2023,10:00p,POR,Portland Trail Blazers,/teams/POR/2023.html,MIL,Milwaukee Bucks,/teams/MIL/2023.html,Moda Center
ORL-NYK-=2=72023,=2-=7-2023,7:00p,ORL,Orlando Magic,/teams/ORL/2023.html,NYK,New York Knicks,/teams/NYK/2023.html,Amway Center
BRK-PHO-=2=72023,=2-=7-2023,7:30p,BRK,Brooklyn Nets,/teams/BRK/2023.html,PHO,Phoenix Suns,/teams/PHO/2023.html,Barclays Center
NOP-ATL-=2=72023,=2-=7-2023,7:30p,NOP,New Orleans Pelicans,/teams/NOP/2023.html,ATL,Atlanta Hawks,/teams/ATL/2023.html,Smoothie King Center
MEM-CHI-=2=72023,=2-=7-2023,8:00p,MEM,Memphis Grizzlies,/teams/MEM/2023.html,CHI,Chicago Bulls,/teams/CHI/2023.html,FedEx Forum
DEN-MIN-=2=72023,=2-=7-2023,10:00p,DEN,Denver Nuggets,/teams/DEN/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,Ball Arena
LAL-OKC-=2=72023,=2-=7-2023,10:30p,LAL,Los Angeles Lakers,/teams/LAL/2023.html,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,Crypto.com Arena
CLE-DET-=2=82023,=2-=8-2023,7:00p,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,DET,Detroit Pistons,/teams/DET/2023.html,Rocket Mortgage Fieldhouse
WAS-CHO-=2=82023,=2-=8-2023,7:00p,WAS,Washington Wizards,/teams/WAS/2023.html,CHO,Charlotte Hornets,/teams/CHO/2023.html,Capital One Arena
BOS-PHI-=2=82023,=2-=8-2023,7:30p,BOS,Boston Celtics,/teams/BOS/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,TD Garden
MIA-IND-=2=82023,=2-=8-2023,7:30p,MIA,Miami Heat,/teams/MIA/2023.html,IND,Indiana Pacers,/teams/IND/2023.html,FTX Arena
TOR-SAS-=2=82023,=2-=8-2023,7:30p,TOR,Toronto Raptors,/teams/TOR/2023.html,SAS,San Antonio Spurs,/teams/SAS/2023.html,Scotiabank Arena
HOU-SAC-=2=82023,=2-=8-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Toyota Center
UTA-MIN-=2=82023,=2-=8-2023,9:00p,UTA,Utah Jazz,/teams/UTA/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,Vivint Arena
LAC-DAL-=2=82023,=2-=8-2023,10:00p,LAC,Los Angeles Clippers,/teams/LAC/2023.html,DAL,Dallas Mavericks,/teams/DAL/2023.html,Crypto.com Arena
POR-GSW-=2=82023,=2-=8-2023,10:00p,POR,Portland Trail Blazers,/teams/POR/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,Moda Center
ORL-DEN-=2=92023,=2-=9-2023,7:00p,ORL,Orlando Magic,/teams/ORL/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,Amway Center
ATL-PHO-=2=92023,=2-=9-2023,7:30p,ATL,Atlanta Hawks,/teams/ATL/2023.html,PHO,Phoenix Suns,/teams/PHO/2023.html,State Farm Arena
BRK-CHI-=2=92023,=2-=9-2023,7:30p,BRK,Brooklyn Nets,/teams/BRK/2023.html,CHI,Chicago Bulls,/teams/CHI/2023.html,Barclays Center
LAL-MIL-=2=92023,=2-=9-2023,10:00p,LAL,Los Angeles Lakers,/teams/LAL/2023.html,MIL,Milwaukee Bucks,/teams/MIL/2023.html,Crypto.com Arena
DET-SAS-=2102023,=2-10-2023,7:00p,DET,Detroit Pistons,/teams/DET/2023.html,SAS,San Antonio Spurs,/teams/SAS/2023.html,Little Caesars Arena
IND-PHO-=2102023,=2-10-2023,7:00p,IND,Indiana Pacers,/teams/IND/2023.html,PHO,Phoenix Suns,/teams/PHO/2023.html,Gainbridge Fieldhouse
PHI-NYK-=2102023,=2-10-2023,7:00p,PHI,Philadelphia 76ers,/teams/PHI/2023.html,NYK,New York Knicks,/teams/NYK/2023.html,Wells Fargo Center
BOS-CHO-=2102023,=2-10-2023,7:30p,BOS,Boston Celtics,/teams/BOS/2023.html,CHO,Charlotte Hornets,/teams/CHO/2023.html,TD Garden
TOR-UTA-=2102023,=2-10-2023,7:30p,TOR,Toronto Raptors,/teams/TOR/2023.html,UTA,Utah Jazz,/teams/UTA/2023.html,Scotiabank Arena
MEM-MIN-=2102023,=2-10-2023,8:00p,MEM,Memphis Grizzlies,/teams/MEM/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,FedEx Forum
MIA-HOU-=2102023,=2-10-2023,8:00p,MIA,Miami Heat,/teams/MIA/2023.html,HOU,Houston Rockets,/teams/HOU/2023.html,FTX Arena
NOP-CLE-=2102023,=2-10-2023,10:00p,NOP,New Orleans Pelicans,/teams/NOP/2023.html,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,Smoothie King Center
POR-OKC-=2102023,=2-10-2023,10:00p,POR,Portland Trail Blazers,/teams/POR/2023.html,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,Moda Center
SAC-DAL-=2102023,=2-10-2023,10:00p,SAC,Sacramento Kings,/teams/SAC/2023.html,DAL,Dallas Mavericks,/teams/DAL/2023.html,Golden 1 Center
LAC-MIL-=2102023,=2-10-2023,10:30p,LAC,Los Angeles Clippers,/teams/LAC/2023.html,MIL,Milwaukee Bucks,/teams/MIL/2023.html,Crypto.com Arena
BRK-PHI-=2112023,=2-11-2023,6:00p,BRK,Brooklyn Nets,/teams/BRK/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,Barclays Center
CHO-DEN-=2112023,=2-11-2023,7:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,Spectrum Center
ORL-MIA-=2112023,=2-11-2023,7:00p,ORL,Orlando Magic,/teams/ORL/2023.html,MIA,Miami Heat,/teams/MIA/2023.html,Amway Center
WAS-IND-=2112023,=2-11-2023,7:00p,WAS,Washington Wizards,/teams/WAS/2023.html,IND,Indiana Pacers,/teams/IND/2023.html,Capital One Arena
ATL-SAS-=2112023,=2-11-2023,7:30p,ATL,Atlanta Hawks,/teams/ATL/2023.html,SAS,San Antonio Spurs,/teams/SAS/2023.html,State Farm Arena
NYK-UTA-=2112023,=2-11-2023,7:30p,NYK,New York Knicks,/teams/NYK/2023.html,UTA,Utah Jazz,/teams/UTA/2023.html,Madison Square Garden (IV)
CLE-CHI-=2112023,=2-11-2023,8:00p,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,CHI,Chicago Bulls,/teams/CHI/2023.html,Rocket Mortgage Fieldhouse
GSW-LAL-=2112023,=2-11-2023,8:30p,GSW,Golden State Warriors,/teams/GSW/2023.html,LAL,Los Angeles Lakers,/teams/LAL/2023.html,Chase Center
SAC-DAL-=2112023,=2-11-2023,10:00p,SAC,Sacramento Kings,/teams/SAC/2023.html,DAL,Dallas Mavericks,/teams/DAL/2023.html,Golden 1 Center
BOS-MEM-=2122023,=2-12-2023,2:00p,BOS,Boston Celtics,/teams/BOS/2023.html,MEM,Memphis Grizzlies,/teams/MEM/2023.html,TD Garden
TOR-DET-=2122023,=2-12-2023,3:00p,TOR,Toronto Raptors,/teams/TOR/2023.html,DET,Detroit Pistons,/teams/DET/2023.html,Scotiabank Arena
CHO-ATL-=2132023,=2-13-2023,7:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,ATL,Atlanta Hawks,/teams/ATL/2023.html,Spectrum Center
CLE-SAS-=2132023,=2-13-2023,7:00p,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,SAS,San Antonio Spurs,/teams/SAS/2023.html,Rocket Mortgage Fieldhouse
IND-UTA-=2132023,=2-13-2023,7:00p,IND,Indiana Pacers,/teams/IND/2023.html,UTA,Utah Jazz,/teams/UTA/2023.html,Gainbridge Fieldhouse
PHI-HOU-=2132023,=2-13-2023,7:00p,PHI,Philadelphia 76ers,/teams/PHI/2023.html,HOU,Houston Rockets,/teams/HOU/2023.html,Wells Fargo Center
MIA-DEN-=2132023,=2-13-2023,7:30p,MIA,Miami Heat,/teams/MIA/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,FTX Arena
NYK-BRK-=2132023,=2-13-2023,7:30p,NYK,New York Knicks,/teams/NYK/2023.html,BRK,Brooklyn Nets,/teams/BRK/2023.html,Madison Square Garden (IV)
CHI-ORL-=2132023,=2-13-2023,8:00p,CHI,Chicago Bulls,/teams/CHI/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,United Center
OKC-NOP-=2132023,=2-13-2023,8:00p,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,NOP,New Orleans Pelicans,/teams/NOP/2023.html,Paycom Center
DAL-MIN-=2132023,=2-13-2023,8:30p,DAL,Dallas Mavericks,/teams/DAL/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,American Airlines Center
GSW-WAS-=2132023,=2-13-2023,10:00p,GSW,Golden State Warriors,/teams/GSW/2023.html,WAS,Washington Wizards,/teams/WAS/2023.html,Chase Center
POR-LAL-=2132023,=2-13-2023,10:00p,POR,Portland Trail Blazers,/teams/POR/2023.html,LAL,Los Angeles Lakers,/teams/LAL/2023.html,Moda Center
MIL-BOS-=2142023,=2-14-2023,7:30p,MIL,Milwaukee Bucks,/teams/MIL/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,Fiserv Forum
TOR-ORL-=2142023,=2-14-2023,7:30p,TOR,Toronto Raptors,/teams/TOR/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,Scotiabank Arena
PHO-SAC-=2142023,=2-14-2023,9:00p,PHO,Phoenix Suns,/teams/PHO/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Footprint Center
LAC-GSW-=2142023,=2-14-2023,10:00p,LAC,Los Angeles Clippers,/teams/LAC/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,Crypto.com Arena
POR-WAS-=2142023,=2-14-2023,10:00p,POR,Portland Trail Blazers,/teams/POR/2023.html,WAS,Washington Wizards,/teams/WAS/2023.html,Moda Center
CHO-SAS-=2152023,=2-15-2023,7:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,SAS,San Antonio Spurs,/teams/SAS/2023.html,Spectrum Center
IND-CHI-=2152023,=2-15-2023,7:00p,IND,Indiana Pacers,/teams/IND/2023.html,CHI,Chicago Bulls,/teams/CHI/2023.html,Gainbridge Fieldhouse
PHI-CLE-=2152023,=2-15-2023,7:00p,PHI,Philadelphia 76ers,/teams/PHI/2023.html,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,Wells Fargo Center
ATL-NYK-=2152023,=2-15-2023,7:30p,ATL,Atlanta Hawks,/teams/ATL/2023.html,NYK,New York Knicks,/teams/NYK/2023.html,State Farm Arena
BOS-DET-=2152023,=2-15-2023,7:30p,BOS,Boston Celtics,/teams/BOS/2023.html,DET,Detroit Pistons,/teams/DET/2023.html,TD Garden
BRK-MIA-=2152023,=2-15-2023,7:30p,BRK,Brooklyn Nets,/teams/BRK/2023.html,MIA,Miami Heat,/teams/MIA/2023.html,Barclays Center
MEM-UTA-=2152023,=2-15-2023,8:00p,MEM,Memphis Grizzlies,/teams/MEM/2023.html,UTA,Utah Jazz,/teams/UTA/2023.html,FedEx Forum
OKC-HOU-=2152023,=2-15-2023,8:00p,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,HOU,Houston Rockets,/teams/HOU/2023.html,Paycom Center
DEN-DAL-=2152023,=2-15-2023,9:00p,DEN,Denver Nuggets,/teams/DEN/2023.html,DAL,Dallas Mavericks,/teams/DAL/2023.html,Ball Arena
LAL-NOP-=2152023,=2-15-2023,10:00p,LAL,Los Angeles Lakers,/teams/LAL/2023.html,NOP,New Orleans Pelicans,/teams/NOP/2023.html,Crypto.com Arena
CHI-MIL-=2162023,=2-16-2023,7:30p,CHI,Chicago Bulls,/teams/CHI/2023.html,MIL,Milwaukee Bucks,/teams/MIL/2023.html,United Center
MIN-WAS-=2162023,=2-16-2023,8:00p,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,WAS,Washington Wizards,/teams/WAS/2023.html,Target Center
PHO-LAC-=2162023,=2-16-2023,10:00p,PHO,Phoenix Suns,/teams/PHO/2023.html,LAC,Los Angeles Clippers,/teams/LAC/2023.html,Footprint Center
CLE-DEN-=2232023,=2-23-2023,7:00p,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,Rocket Mortgage Fieldhouse
IND-BOS-=2232023,=2-23-2023,7:00p,IND,Indiana Pacers,/teams/IND/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,Gainbridge Fieldhouse
ORL-DET-=2232023,=2-23-2023,7:00p,ORL,Orlando Magic,/teams/ORL/2023.html,DET,Detroit Pistons,/teams/DET/2023.html,Amway Center
PHI-MEM-=2232023,=2-23-2023,7:30p,PHI,Philadelphia 76ers,/teams/PHI/2023.html,MEM,Memphis Grizzlies,/teams/MEM/2023.html,Wells Fargo Center
TOR-NOP-=2232023,=2-23-2023,7:30p,TOR,Toronto Raptors,/teams/TOR/2023.html,NOP,New Orleans Pelicans,/teams/NOP/2023.html,Scotiabank Arena
DAL-SAS-=2232023,=2-23-2023,8:30p,DAL,Dallas Mavericks,/teams/DAL/2023.html,SAS,San Antonio Spurs,/teams/SAS/2023.html,American Airlines Center
UTA-OKC-=2232023,=2-23-2023,9:00p,UTA,Utah Jazz,/teams/UTA/2023.html,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,Vivint Arena
LAL-GSW-=2232023,=2-23-2023,10:00p,LAL,Los Angeles Lakers,/teams/LAL/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,Crypto.com Arena
SAC-POR-=2232023,=2-23-2023,10:00p,SAC,Sacramento Kings,/teams/SAC/2023.html,POR,Portland Trail Blazers,/teams/POR/2023.html,Golden 1 Center
WAS-NYK-=2242023,=2-24-2023,7:00p,WAS,Washington Wizards,/teams/WAS/2023.html,NYK,New York Knicks,/teams/NYK/2023.html,Capital One Arena
ATL-CLE-=2242023,=2-24-2023,7:30p,ATL,Atlanta Hawks,/teams/ATL/2023.html,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,State Farm Arena
MIL-MIA-=2242023,=2-24-2023,7:30p,MIL,Milwaukee Bucks,/teams/MIL/2023.html,MIA,Miami Heat,/teams/MIA/2023.html,Fiserv Forum
MIN-CHO-=2242023,=2-24-2023,8:00p,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,CHO,Charlotte Hornets,/teams/CHO/2023.html,Target Center
PHO-OKC-=2242023,=2-24-2023,9:00p,PHO,Phoenix Suns,/teams/PHO/2023.html,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,Footprint Center
CHI-BRK-=2242023,=2-24-2023,10:00p,CHI,Chicago Bulls,/teams/CHI/2023.html,BRK,Brooklyn Nets,/teams/BRK/2023.html,United Center
GSW-HOU-=2242023,=2-24-2023,10:00p,GSW,Golden State Warriors,/teams/GSW/2023.html,HOU,Houston Rockets,/teams/HOU/2023.html,Chase Center
LAC-SAC-=2242023,=2-24-2023,10:30p,LAC,Los Angeles Clippers,/teams/LAC/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Crypto.com Arena
DET-TOR-=2252023,=2-25-2023,12:00p,DET,Detroit Pistons,/teams/DET/2023.html,TOR,Toronto Raptors,/teams/TOR/2023.html,Little Caesars Arena
CHO-MIA-=2252023,=2-25-2023,7:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,MIA,Miami Heat,/teams/MIA/2023.html,Spectrum Center
ORL-IND-=2252023,=2-25-2023,7:00p,ORL,Orlando Magic,/teams/ORL/2023.html,IND,Indiana Pacers,/teams/IND/2023.html,Amway Center
NYK-NOP-=2252023,=2-25-2023,7:30p,NYK,New York Knicks,/teams/NYK/2023.html,NOP,New Orleans Pelicans,/teams/NOP/2023.html,Madison Square Garden (IV)
MEM-DEN-=2252023,=2-25-2023,8:00p,MEM,Memphis Grizzlies,/teams/MEM/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,FedEx Forum
PHI-BOS-=2252023,=2-25-2023,8:30p,PHI,Philadelphia 76ers,/teams/PHI/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,Wells Fargo Center
UTA-SAS-=2252023,=2-25-2023,9:00p,UTA,Utah Jazz,/teams/UTA/2023.html,SAS,San Antonio Spurs,/teams/SAS/2023.html,Vivint Arena
MIL-PHO-=2262023,=2-26-2023,1:00p,MIL,Milwaukee Bucks,/teams/MIL/2023.html,PHO,Phoenix Suns,/teams/PHO/2023.html,Fiserv Forum
ATL-BRK-=2262023,=2-26-2023,3:00p,ATL,Atlanta Hawks,/teams/ATL/2023.html,BRK,Brooklyn Nets,/teams/BRK/2023.html,State Farm Arena
CHI-WAS-=2262023,=2-26-2023,3:30p,CHI,Chicago Bulls,/teams/CHI/2023.html,WAS,Washington Wizards,/teams/WAS/2023.html,United Center
DAL-LAL-=2262023,=2-26-2023,3:30p,DAL,Dallas Mavericks,/teams/DAL/2023.html,LAL,Los Angeles Lakers,/teams/LAL/2023.html,American Airlines Center
CLE-TOR-=2262023,=2-26-2023,6:00p,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,TOR,Toronto Raptors,/teams/TOR/2023.html,Rocket Mortgage Fieldhouse
OKC-SAC-=2262023,=2-26-2023,7:00p,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Paycom Center
GSW-MIN-=2262023,=2-26-2023,7:30p,GSW,Golden State Warriors,/teams/GSW/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,Chase Center
POR-HOU-=2262023,=2-26-2023,9:00p,POR,Portland Trail Blazers,/teams/POR/2023.html,HOU,Houston Rockets,/teams/HOU/2023.html,Moda Center
DEN-LAC-=2262023,=2-26-2023,10:00p,DEN,Denver Nuggets,/teams/DEN/2023.html,LAC,Los Angeles Clippers,/teams/LAC/2023.html,Ball Arena
CHO-DET-=2272023,=2-27-2023,7:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,DET,Detroit Pistons,/teams/DET/2023.html,Spectrum Center
PHI-MIA-=2272023,=2-27-2023,7:00p,PHI,Philadelphia 76ers,/teams/PHI/2023.html,MIA,Miami Heat,/teams/MIA/2023.html,Wells Fargo Center
NYK-BOS-=2272023,=2-27-2023,7:30p,NYK,New York Knicks,/teams/NYK/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,Madison Square Garden (IV)
NOP-ORL-=2272023,=2-27-2023,8:00p,NOP,New Orleans Pelicans,/teams/NOP/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,Smoothie King Center
