game_id,date,team_id,home_away,goals,evGGARatio,shotsPerGame,shootingPctg,oppShotsAllowed,oppSavePctg
2015020001,2015-10-07,10,H,1,1.2971,32.2875,10.5,33.7125,0.89
2015020001,2015-10-07,8,A,3,0.8238,27.3,10.1,29.35,0.908
2015020002,2015-10-08,16,H,2,0.6373,26.8125,9.0,29.4321,0.911
2015020002,2015-10-08,3,A,3,1.2067,31.5802,10.6,33.525,0.891
2015020003,2015-10-08,20,H,1,1.0714,35.7901,8.8,30.8,0.882
2015020003,2015-10-08,23,A,5,0.8883,29.725,11.0,27.358,0.889
2015020004,2015-10-08,26,H,1,1.0637,32.3704,10.3,31.9375,0.88
2015020004,2015-10-08,28,A,5,0.7767,29.525,9.7,27.963,0.889
2015020005,2015-10-08,6,H,2,1.7297,32.975,11.0,30.35,0.91
2015020005,2015-10-08,52,A,6,1.069,30.575,9.9,29.825,0.93
2015020006,2015-10-08,7,H,1,0.9592,32.3544,11.0,31.3086,0.895
2015020006,2015-10-08,9,A,3,0.8514,33.4938,9.4,33.1139,0.891
2015020007,2015-10-08,14,H,3,1.0563,31.7625,10.7,31.45,0.893
2015020007,2015-10-08,4,A,2,0.8706,29.2625,9.0,31.575,0.902
2015020008,2015-10-09,19,H,3,0.9677,28.725,11.2,31.425,0.899
2015020008,2015-10-09,22,A,1,1.1257,33.475,11.9,32.2625,0.887
2015020009,2015-10-09,18,H,2,0.9726,29.5875,9.1,25.9625,0.901
2015020009,2015-10-09,12,A,1,1.2279,34.85,9.0,33.3875,0.914
2015020010,2015-10-09,25,H,3,1.2014,31.825,10.8,32.825,0.903
2015020010,2015-10-09,5,A,0,0.994,34.275,9.4,30.1125,0.912
2015020011,2015-10-09,21,H,4,1.1844,33.4051,10.0,31.2625,0.915
2015020011,2015-10-09,30,A,5,1.0444,30.9625,9.5,31.1139,0.912
2015020012,2015-10-09,1,H,1,1.2838,34.4625,10.1,30.35,0.91
2015020012,2015-10-09,52,A,3,1.069,30.575,9.9,28.075,0.904
2015020013,2015-10-09,29,H,2,0.6161,29.1519,8.9,29.4321,0.911
2015020013,2015-10-09,3,A,4,1.2067,31.5802,10.6,35.3671,0.886
2015020014,2015-10-09,17,H,4,0.8192,28.2375,10.4,29.35,0.908
2015020014,2015-10-09,10,A,0,1.2971,32.2875,10.5,30.45,0.891
2015020015,2015-10-09,2,H,2,1.2014,30.7284,9.6,33.525,0.891
2015020015,2015-10-09,16,A,3,0.6373,26.8125,9.0,31.1728,0.915
2015020016,2015-10-10,26,H,1,1.0637,32.3704,10.3,35.1852,0.898
2015020016,2015-10-10,53,A,4,0.8212,25.8148,10.6,27.963,0.889
2015020017,2015-10-10,7,H,1,0.9592,32.3544,11.0,31.575,0.902
2015020017,2015-10-10,14,A,4,1.0563,31.7625,10.7,33.1139,0.891
2015020018,2015-10-10,6,H,2,1.7297,32.975,11.0,33.7125,0.89
2015020018,2015-10-10,8,A,4,0.8238,27.3,10.1,29.825,0.93
2015020019,2015-10-10,10,H,4,1.2971,32.2875,10.5,31.3086,0.895
2015020019,2015-10-10,9,A,5,0.8514,33.4938,9.4,29.35,0.908
2015020020,2015-10-10,13,H,7,1.2115,36.8519,9.5,31.45,0.893
2015020020,2015-10-10,4,A,1,0.8706,29.2625,9.0,31.6914,0.896
2015020021,2015-10-10,3,H,5,1.2067,31.5802,10.6,35.3671,0.886
2015020021,2015-10-10,29,A,2,0.6161,29.1519,8.9,29.4321,0.911
2015020022,2015-10-10,15,H,5,0.9438,31.1375,9.9,28.075,0.904
2015020022,2015-10-10,1,A,3,1.2838,34.4625,10.1,30.875,0.898
2015020023,2015-10-10,12,H,3,1.2279,34.85,9.0,30.45,0.891
2015020023,2015-10-10,17,A,4,0.8192,28.2375,10.4,25.9625,0.901
2015020024,2015-10-10,18,H,2,0.9726,29.5875,9.1,31.425,0.899
2015020024,2015-10-10,22,A,0,1.1257,33.475,11.9,33.3875,0.914
2015020025,2015-10-11,30,H,3,1.0444,30.9625,9.5,32.2625,0.887
2015020025,2015-10-11,19,A,2,0.9677,28.725,11.2,31.2625,0.915
2015020026,2015-10-11,16,H,4,0.6373,26.8125,9.0,31.1728,0.915
2015020026,2015-10-11,2,A,1,1.2014,30.7284,9.6,33.525,0.891
2015020027,2015-10-11,21,H,6,1.1844,33.4051,10.0,30.1125,0.912
2015020027,2015-10-11,25,A,3,1.2014,31.825,10.8,31.1139,0.912
2015020028,2015-10-11,23,H,2,0.8883,29.725,11.0,27.358,0.889
2015020028,2015-10-11,20,A,3,1.0714,35.7901,8.8,30.8,0.882
2015020029,2015-10-11,53,H,2,0.8212,25.8148,10.6,32.825,0.903
2015020029,2015-10-11,5,A,1,0.994,34.275,9.4,35.1852,0.898
2015020030,2015-10-11,28,H,2,0.7767,29.525,9.7,39.1875,0.896
2015020030,2015-10-11,24,A,0,0.6261,28.3375,8.9,31.9375,0.88
2015020031,2015-10-11,9,H,1,0.8514,33.4938,9.4,33.7125,0.89
2015020031,2015-10-11,8,A,3,0.8238,27.3,10.1,31.3086,0.895
2015020032,2015-10-12,6,H,3,1.7297,32.975,11.0,31.575,0.902
2015020032,2015-10-12,14,A,6,1.0563,31.7625,10.7,29.825,0.93
2015020033,2015-10-12,2,H,4,1.2014,30.7284,9.6,30.35,0.91
2015020033,2015-10-12,52,A,2,1.069,30.575,9.9,31.1728,0.915
2015020034,2015-10-12,7,H,4,0.9592,32.3544,11.0,35.3671,0.886
2015020034,2015-10-12,29,A,2,0.6161,29.1519,8.9,33.1139,0.891
2015020035,2015-10-12,4,H,1,0.8706,29.2625,9.0,31.6914,0.896
2015020035,2015-10-12,13,A,0,1.2115,36.8519,9.5,31.45,0.893
2015020036,2015-10-13,24,H,1,0.6261,28.3375,8.9,30.8,0.882
2015020036,2015-10-13,23,A,2,0.8883,29.725,11.0,39.1875,0.896
2015020037,2015-10-13,1,H,1,1.2838,34.4625,10.1,33.3875,0.914
2015020037,2015-10-13,18,A,3,0.9726,29.5875,9.1,28.075,0.904
2015020038,2015-10-13,3,H,1,1.2067,31.5802,10.6,30.35,0.91
2015020038,2015-10-13,52,A,4,1.069,30.575,9.9,29.4321,0.911
2015020039,2015-10-13,5,H,2,0.994,34.275,9.4,33.7125,0.89
2015020039,2015-10-13,8,A,3,0.8238,27.3,10.1,32.825,0.903
2015020040,2015-10-13,15,H,0,0.9438,31.1375,9.9,31.9375,0.88
2015020040,2015-10-13,28,A,5,0.7767,29.525,9.7,30.875,0.898
2015020041,2015-10-13,12,H,1,1.2279,34.85,9.0,31.6914,0.896
2015020041,2015-10-13,13,A,4,1.2115,36.8519,9.5,25.9625,0.901
2015020042,2015-10-13,17,H,3,0.8192,28.2375,10.4,31.575,0.902
2015020042,2015-10-13,14,A,1,1.0563,31.7625,10.7,30.45,0.891
2015020043,2015-10-14,25,H,4,1.2014,31.825,10.8,31.425,0.899
2015020043,2015-10-14,22,A,2,1.1257,33.475,11.9,30.1125,0.912
2015020044,2015-10-14,20,H,3,1.0714,35.7901,8.8,32.2625,0.887
2015020044,2015-10-14,19,A,4,0.9677,28.725,11.2,27.358,0.889
2015020045,2015-10-14,26,H,0,1.0637,32.3704,10.3,30.8,0.882
2015020045,2015-10-14,23,A,3,0.8883,29.725,11.0,27.963,0.889
2015020046,2015-10-14,29,H,3,0.6161,29.1519,8.9,31.3086,0.895
2015020046,2015-10-14,9,A,7,0.8514,33.4938,9.4,35.3671,0.886
2015020047,2015-10-15,4,H,3,0.8706,29.2625,9.0,33.525,0.891
2015020047,2015-10-15,16,A,0,0.6373,26.8125,9.0,31.45,0.893
2015020048,2015-10-15,21,H,2,1.1844,33.4051,10.0,29.825,0.93
2015020048,2015-10-15,6,A,6,1.7297,32.975,11.0,31.1139,0.912
2015020049,2015-10-15,24,H,0,0.6261,28.3375,8.9,35.1852,0.898
2015020049,2015-10-15,53,A,4,0.8212,25.8148,10.6,39.1875,0.896
2015020050,2015-10-15,2,H,4,1.2014,30.7284,9.6,33.3875,0.914
2015020050,2015-10-15,18,A,3,0.9726,29.5875,9.1,31.1728,0.915
2015020051,2015-10-15,5,H,2,0.994,34.275,9.4,31.3086,0.895
2015020051,2015-10-15,9,A,0,0.8514,33.4938,9.4,32.825,0.903
2015020052,2015-10-15,15,H,4,0.9438,31.1375,9.9,33.525,0.891
2015020052,2015-10-15,16,A,1,0.6373,26.8125,9.0,30.875,0.898
2015020053,2015-10-15,8,H,3,0.8238,27.3,10.1,29.4321,0.911
2015020053,2015-10-15,3,A,0,1.2067,31.5802,10.6,33.7125,0.89
2015020054,2015-10-15,14,H,3,1.0563,31.7625,10.7,30.1125,0.912
2015020054,2015-10-15,25,A,5,1.2014,31.825,10.8,31.575,0.902
2015020055,2015-10-15,13,H,3,1.2115,36.8519,9.5,33.1139,0.891
2015020055,2015-10-15,7,A,2,0.9592,32.3544,11.0,31.6914,0.896
2015020056,2015-10-16,22,H,2,1.1257,33.475,11.9,32.2625,0.887
2015020056,2015-10-16,19,A,4,0.9677,28.725,11.2,31.425,0.899
2015020057,2015-10-16,53,H,3,0.8212,25.8148,10.6,31.2625,0.915
2015020057,2015-10-16,30,A,4,1.0444,30.9625,9.5,35.1852,0.898
2015020058,2015-10-16,1,H,1,1.2838,34.4625,10.1,31.9375,0.88
2015020058,2015-10-16,28,A,2,0.7767,29.525,9.7,28.075,0.904
2015020059,2015-10-16,29,H,3,0.6161,29.1519,8.9,29.35,0.908
2015020059,2015-10-16,10,A,6,1.2971,32.2875,10.5,35.3671,0.886
2015020060,2015-10-16,17,H,3,0.8192,28.2375,10.4,25.9625,0.901
2015020060,2015-10-16,12,A,5,1.2279,34.85,9.0,30.45,0.891
2015020061,2015-10-17,52,H,3,1.069,30.575,9.9,27.358,0.889
2015020061,2015-10-17,20,A,1,1.0714,35.7901,8.8,30.35,0.91
2015020062,2015-10-17,23,H,3,0.8883,29.725,11.0,32.2625,0.887
2015020062,2015-10-17,19,A,4,0.9677,28.725,11.2,30.8,0.882
2015020063,2015-10-17,24,H,0,0.6261,28.3375,8.9,31.1139,0.912
2015020063,2015-10-17,21,A,3,1.1844,33.4051,10.0,39.1875,0.896
2015020064,2015-10-17,26,H,2,1.0637,32.3704,10.3,31.2625,0.915
2015020064,2015-10-17,30,A,1,1.0444,30.9625,9.5,27.963,0.889
2015020065,2015-10-17,8,H,4,0.8238,27.3,10.1,30.45,0.891
2015020065,2015-10-17,17,A,1,0.8192,28.2375,10.4,33.7125,0.89
2015020066,2015-10-17,9,H,3,0.8514,33.4938,9.4,33.3875,0.914
2015020066,2015-10-17,18,A,4,0.9726,29.5875,9.1,31.3086,0.895
2015020067,2015-10-17,14,H,2,1.0563,31.7625,10.7,33.1139,0.891
2015020067,2015-10-17,7,A,1,0.9592,32.3544,11.0,31.575,0.902
2015020068,2015-10-17,13,H,2,1.2115,36.8519,9.5,30.1125,0.912
2015020068,2015-10-17,25,A,4,1.2014,31.825,10.8,31.6914,0.896
2015020069,2015-10-17,5,H,2,0.994,34.275,9.4,29.35,0.908
2015020069,2015-10-17,10,A,1,1.2971,32.2875,10.5,32.825,0.903
2015020070,2015-10-17,15,H,4,0.9438,31.1375,9.9,25.9625,0.901
2015020070,2015-10-17,12,A,1,1.2279,34.85,9.0,30.875,0.898
2015020071,2015-10-17,2,H,6,1.2014,30.7284,9.6,31.9375,0.88
2015020071,2015-10-17,28,A,3,0.7767,29.525,9.7,31.1728,0.915
2015020072,2015-10-18,16,H,4,0.6373,26.8125,9.0,35.3671,0.886
2015020072,2015-10-18,29,A,1,0.6161,29.1519,8.9,33.525,0.891
2015020073,2015-10-18,20,H,2,1.0714,35.7901,8.8,31.425,0.899
2015020073,2015-10-18,22,A,5,1.1257,33.475,11.9,27.358,0.889
2015020074,2015-10-18,53,H,3,0.8212,25.8148,10.6,29.825,0.93
2015020074,2015-10-18,6,A,5,1.7297,32.975,11.0,35.1852,0.898
2015020075,2015-10-18,3,H,1,1.2067,31.5802,10.6,28.075,0.904
2015020075,2015-10-18,1,A,2,1.2838,34.4625,10.1,29.4321,0.911
2015020076,2015-10-18,52,H,2,1.069,30.575,9.9,32.2625,0.887
2015020076,2015-10-18,19,A,4,0.9677,28.725,11.2,30.35,0.91
2015020077,2015-10-19,24,H,4,0.6261,28.3375,8.9,31.2625,0.915
2015020077,2015-10-19,30,A,1,1.0444,30.9625,9.5,39.1875,0.896
2015020078,2015-10-19,23,H,1,0.8883,29.725,11.0,31.425,0.899
2015020078,2015-10-19,22,A,2,1.1257,33.475,11.9,30.8,0.882
2015020079,2015-10-19,26,H,2,1.0637,32.3704,10.3,31.1139,0.912
2015020079,2015-10-19,21,A,1,1.1844,33.4051,10.0,27.963,0.889
2015020080,2015-10-19,3,H,4,1.2067,31.5802,10.6,31.9375,0.88
2015020080,2015-10-19,28,A,0,0.7767,29.525,9.7,29.4321,0.911
2015020081,2015-10-20,1,H,3,1.2838,34.4625,10.1,35.1852,0.898
2015020081,2015-10-20,53,A,2,0.8212,25.8148,10.6,28.075,0.904
2015020083,2015-10-20,5,H,3,0.994,34.275,9.4,31.6914,0.896
2015020083,2015-10-20,13,A,2,1.2115,36.8519,9.5,32.825,0.903
2015020084,2015-10-20,29,H,0,0.6161,29.1519,8.9,31.1728,0.915
2015020084,2015-10-20,2,A,4,1.2014,30.7284,9.6,35.3671,0.886
2015020082,2015-10-20,4,H,1,0.8706,29.2625,9.0,30.1125,0.912
2015020082,2015-10-20,25,A,2,1.2014,31.825,10.8,31.45,0.893
2015020085,2015-10-20,8,H,3,0.8238,27.3,10.1,32.2625,0.887
2015020085,2015-10-20,19,A,0,0.9677,28.725,11.2,33.7125,0.89
2015020086,2015-10-21,18,H,5,0.9726,29.5875,9.1,31.575,0.902
2015020086,2015-10-21,14,A,4,1.0563,31.7625,10.7,33.3875,0.914
2015020087,2015-10-21,20,H,2,1.0714,35.7901,8.8,30.875,0.898
2015020087,2015-10-21,15,A,6,0.9438,31.1375,9.9,27.358,0.889
2015020088,2015-10-21,7,H,2,0.9592,32.3544,11.0,29.35,0.908
2015020088,2015-10-21,10,A,1,1.2971,32.2875,10.5,33.1139,0.891
2015020089,2015-10-22,6,H,4,1.7297,32.975,11.0,31.45,0.893
2015020089,2015-10-22,4,A,5,0.8706,29.2625,9.0,29.825,0.93
2015020090,2015-10-22,22,H,3,1.1257,33.475,11.9,30.45,0.891
2015020090,2015-10-22,17,A,1,0.8192,28.2375,10.4,31.425,0.899
2015020091,2015-10-22,21,H,0,1.1844,33.4051,10.0,25.9625,0.901
2015020091,2015-10-22,12,A,1,1.2279,34.85,9.0,31.1139,0.912
2015020092,2015-10-22,3,H,4,1.2067,31.5802,10.6,35.1852,0.898
2015020092,2015-10-22,53,A,1,0.8212,25.8148,10.6,29.4321,0.911
2015020093,2015-10-22,5,H,1,0.994,34.275,9.4,30.1125,0.912
2015020093,2015-10-22,25,A,4,1.2014,31.825,10.8,32.825,0.903
2015020094,2015-10-22,9,H,4,0.8514,33.4938,9.4,28.075,0.904
2015020094,2015-10-22,1,A,5,1.2838,34.4625,10.1,31.3086,0.895
2015020095,2015-10-23,18,H,5,0.9726,29.5875,9.1,39.1875,0.896
2015020095,2015-10-23,24,A,1,0.6261,28.3375,8.9,33.3875,0.914
2015020096,2015-10-23,30,H,3,1.0444,30.9625,9.5,35.3671,0.886
2015020096,2015-10-23,29,A,2,0.6161,29.1519,8.9,31.2625,0.915
2015020097,2015-10-23,16,H,3,0.6373,26.8125,9.0,31.6914,0.896
2015020097,2015-10-23,13,A,2,1.2115,36.8519,9.5,33.525,0.891
2015020098,2015-10-23,23,H,2,0.8883,29.725,11.0,30.875,0.898
2015020098,2015-10-23,15,A,3,0.9438,31.1375,9.9,30.8,0.882
2015020099,2015-10-23,28,H,1,0.7767,29.525,9.7,27.963,0.889
2015020099,2015-10-23,26,A,4,1.0637,32.3704,10.3,31.9375,0.88
2015020100,2015-10-23,7,H,2,0.9592,32.3544,11.0,33.7125,0.89
2015020100,2015-10-23,8,A,7,0.8238,27.3,10.1,33.1139,0.891
2015020101,2015-10-23,2,H,3,1.2014,30.7284,9.6,29.825,0.93
2015020101,2015-10-23,6,A,5,1.7297,32.975,11.0,31.1728,0.915
2015020102,2015-10-24,52,H,3,1.069,30.575,9.9,31.575,0.902
2015020102,2015-10-24,14,A,4,1.0563,31.7625,10.7,30.35,0.91
2015020103,2015-10-24,20,H,3,1.0714,35.7901,8.8,30.45,0.891
2015020103,2015-10-24,17,A,2,0.8192,28.2375,10.4,27.358,0.889
2015020104,2015-10-24,22,H,4,1.1257,33.475,11.9,30.875,0.898
2015020104,2015-10-24,15,A,7,0.9438,31.1375,9.9,31.425,0.899
2015020105,2015-10-24,26,H,3,1.0637,32.3704,10.3,25.9625,0.901
2015020105,2015-10-24,12,A,0,1.2279,34.85,9.0,27.963,0.889
2015020106,2015-10-24,30,H,3,1.0444,30.9625,9.5,39.1875,0.896
2015020106,2015-10-24,24,A,0,0.6261,28.3375,8.9,31.2625,0.915
2015020107,2015-10-24,7,H,3,0.9592,32.3544,11.0,28.075,0.904
2015020107,2015-10-24,1,A,4,1.2838,34.4625,10.1,33.1139,0.891
2015020108,2015-10-24,8,H,5,0.8238,27.3,10.1,29.35,0.908
2015020108,2015-10-24,10,A,3,1.2971,32.2875,10.5,33.7125,0.89
2015020109,2015-10-24,9,H,1,0.8514,33.4938,9.4,35.1852,0.898
2015020109,2015-10-24,53,A,4,0.8212,25.8148,10.6,31.3086,0.895
2015020110,2015-10-24,4,H,3,0.8706,29.2625,9.0,29.4321,0.911
2015020110,2015-10-24,3,A,2,1.2067,31.5802,10.6,31.45,0.893
2015020111,2015-10-25,19,H,2,0.9677,28.725,11.2,31.1728,0.915
2015020111,2015-10-25,2,A,3,1.2014,30.7284,9.6,32.2625,0.887
2015020112,2015-10-25,18,H,1,0.9726,29.5875,9.1,32.825,0.903
2015020112,2015-10-25,5,A,2,0.994,34.275,9.4,33.3875,0.914
2015020113,2015-10-25,25,H,2,1.2014,31.825,10.8,31.6914,0.896
2015020113,2015-10-25,13,A,6,1.2115,36.8519,9.5,30.1125,0.912
2015020114,2015-10-25,16,H,1,0.6373,26.8125,9.0,31.575,0.902
2015020114,2015-10-25,14,A,0,1.0563,31.7625,10.7,33.525,0.891
2015020115,2015-10-25,21,H,3,1.1844,33.4051,10.0,35.3671,0.886
2015020115,2015-10-25,29,A,4,0.6161,29.1519,8.9,31.1139,0.912
2015020116,2015-10-25,23,H,2,0.8883,29.725,11.0,30.45,0.891
2015020116,2015-10-25,17,A,3,0.8192,28.2375,10.4,30.8,0.882
2015020117,2015-10-25,28,H,5,0.7767,29.525,9.7,25.9625,0.901
2015020117,2015-10-25,12,A,2,1.2279,34.85,9.0,31.9375,0.88
2015020118,2015-10-25,52,H,5,1.069,30.575,9.9,31.2625,0.915
2015020118,2015-10-25,30,A,4,1.0444,30.9625,9.5,30.35,0.91
2015020119,2015-10-25,3,H,4,1.2067,31.5802,10.6,27.358,0.889
2015020119,2015-10-25,20,A,1,1.0714,35.7901,8.8,29.4321,0.911
2015020120,2015-10-26,22,H,2,1.1257,33.475,11.9,27.963,0.889
2015020120,2015-10-26,26,A,3,1.0637,32.3704,10.3,31.425,0.899
2015020121,2015-10-26,2,H,4,1.2014,30.7284,9.6,27.358,0.889
2015020121,2015-10-26,20,A,0,1.0714,35.7901,8.8,31.1728,0.915
2015020122,2015-10-26,10,H,3,1.2971,32.2875,10.5,35.1852,0.898
2015020122,2015-10-26,53,A,4,0.8212,25.8148,10.6,29.35,0.908
2015020123,2015-10-27,16,H,1,0.6373,26.8125,9.0,39.1875,0.896
2015020123,2015-10-27,24,A,0,0.6261,28.3375,8.9,33.525,0.891
2015020124,2015-10-27,6,H,6,1.7297,32.975,11.0,35.1852,0.898
2015020124,2015-10-27,53,A,0,0.8212,25.8148,10.6,29.825,0.93
2015020125,2015-10-27,1,H,1,1.2838,34.4625,10.1,35.3671,0.886
2015020125,2015-10-27,29,A,3,0.6161,29.1519,8.9,28.075,0.904
2015020126,2015-10-27,4,H,3,0.8706,29.2625,9.0,33.1139,0.891
2015020126,2015-10-27,7,A,4,0.9592,32.3544,11.0,31.45,0.893
2015020127,2015-10-27,17,H,1,0.8192,28.2375,10.4,25.9625,0.901
2015020127,2015-10-27,12,A,3,1.2279,34.85,9.0,30.45,0.891
2015020128,2015-10-27,13,H,4,1.2115,36.8519,9.5,31.1139,0.912
2015020128,2015-10-27,21,A,1,1.1844,33.4051,10.0,31.6914,0.896
2015020129,2015-10-28,19,H,2,0.9677,28.725,11.2,31.575,0.902
2015020129,2015-10-28,14,A,0,1.0563,31.7625,10.7,32.2625,0.887
2015020130,2015-10-28,30,H,4,1.0444,30.9625,9.5,31.425,0.899
2015020130,2015-10-28,22,A,3,1.1257,33.475,11.9,31.2625,0.915
2015020131,2015-10-28,52,H,1,1.069,30.575,9.9,27.963,0.889
2015020131,2015-10-28,26,A,4,1.0637,32.3704,10.3,30.35,0.91
2015020132,2015-10-28,25,H,4,1.2014,31.825,10.8,39.1875,0.896
2015020132,2015-10-28,24,A,3,0.6261,28.3375,8.9,30.1125,0.912
2015020133,2015-10-28,23,H,5,0.8883,29.725,11.0,33.7125,0.89
2015020133,2015-10-28,8,A,1,0.8238,27.3,10.1,30.8,0.882
2015020134,2015-10-28,9,H,5,0.8514,33.4938,9.4,27.358,0.889
2015020134,2015-10-28,20,A,4,1.0714,35.7901,8.8,31.3086,0.895
2015020135,2015-10-29,15,H,1,0.9438,31.1375,9.9,32.825,0.903
2015020135,2015-10-29,5,A,3,0.994,34.275,9.4,30.875,0.898
2015020136,2015-10-29,28,H,1,0.7767,29.525,9.7,33.3875,0.914
2015020136,2015-10-29,18,A,2,0.9726,29.5875,9.1,31.9375,0.88
2015020137,2015-10-29,2,H,2,1.2014,30.7284,9.6,25.9625,0.901
2015020137,2015-10-29,12,A,3,1.2279,34.85,9.0,31.1728,0.915
2015020138,2015-10-29,4,H,1,0.8706,29.2625,9.0,28.075,0.904
2015020138,2015-10-29,1,A,4,1.2838,34.4625,10.1,31.45,0.893
2015020139,2015-10-29,5,H,4,0.994,34.275,9.4,33.1139,0.891
2015020139,2015-10-29,7,A,3,0.9592,32.3544,11.0,32.825,0.903
2015020140,2015-10-29,14,H,1,1.0563,31.7625,10.7,31.1139,0.912
2015020140,2015-10-29,21,A,2,1.1844,33.4051,10.0,31.575,0.902
2015020141,2015-10-30,19,H,2,0.9677,28.725,11.2,39.1875,0.896
2015020141,2015-10-30,24,A,1,0.6261,28.3375,8.9,32.2625,0.887
2015020142,2015-10-30,52,H,3,1.069,30.575,9.9,33.525,0.891
2015020142,2015-10-30,16,A,1,0.6373,26.8125,9.0,30.35,0.91
2015020143,2015-10-30,25,H,4,1.2014,31.825,10.8,30.8,0.882
2015020143,2015-10-30,23,A,3,0.8883,29.725,11.0,30.1125,0.912
2015020144,2015-10-30,22,H,4,1.1257,33.475,11.9,33.7125,0.89
2015020144,2015-10-30,8,A,3,0.8238,27.3,10.1,31.425,0.899
2015020145,2015-10-30,7,H,3,0.9592,32.3544,11.0,31.45,0.893
2015020145,2015-10-30,4,A,1,0.8706,29.2625,9.0,33.1139,0.891
2015020146,2015-10-30,3,H,3,1.2067,31.5802,10.6,29.35,0.908
2015020146,2015-10-30,10,A,1,1.2971,32.2875,10.5,29.4321,0.911
2015020147,2015-10-30,15,H,2,0.9438,31.1375,9.9,35.3671,0.886
2015020147,2015-10-30,29,A,1,0.6161,29.1519,8.9,30.875,0.898
2015020148,2015-10-30,12,H,3,1.2279,34.85,9.0,31.1139,0.912
2015020148,2015-10-30,21,A,2,1.1844,33.4051,10.0,25.9625,0.901
2015020149,2015-10-30,17,H,1,0.8192,28.2375,10.4,31.3086,0.895
2015020149,2015-10-30,9,A,3,0.8514,33.4938,9.4,30.45,0.891
2015020150,2015-10-30,13,H,1,1.2115,36.8519,9.5,29.825,0.93
2015020150,2015-10-30,6,A,3,1.7297,32.975,11.0,31.6914,0.896
2015020151,2015-10-31,30,H,5,1.0444,30.9625,9.5,33.525,0.891
2015020151,2015-10-31,16,A,4,0.6373,26.8125,9.0,31.2625,0.915
2015020152,2015-10-31,20,H,2,1.0714,35.7901,8.8,33.7125,0.89
2015020152,2015-10-31,8,A,6,0.8238,27.3,10.1,27.358,0.889
2015020153,2015-10-31,53,H,3,0.8212,25.8148,10.6,30.8,0.882
2015020153,2015-10-31,23,A,4,0.8883,29.725,11.0,35.1852,0.898
2015020154,2015-10-31,1,H,3,1.2838,34.4625,10.1,31.1728,0.915
2015020154,2015-10-31,2,A,2,1.2014,30.7284,9.6,28.075,0.904
2015020155,2015-10-31,25,H,5,1.2014,31.825,10.8,31.9375,0.88
2015020155,2015-10-31,28,A,3,0.7767,29.525,9.7,30.1125,0.912
2015020156,2015-10-31,26,H,4,1.0637,32.3704,10.3,33.3875,0.914
2015020156,2015-10-31,18,A,3,0.9726,29.5875,9.1,27.963,0.889
2015020157,2015-10-31,10,H,0,1.2971,32.2875,10.5,32.825,0.903
2015020157,2015-10-31,5,A,4,0.994,34.275,9.4,29.35,0.908
2015020158,2015-10-31,9,H,3,0.8514,33.4938,9.4,30.45,0.891
2015020158,2015-10-31,17,A,5,0.8192,28.2375,10.4,31.3086,0.895
2015020159,2015-10-31,14,H,1,1.0563,31.7625,10.7,29.825,0.93
2015020159,2015-10-31,6,A,3,1.7297,32.975,11.0,31.575,0.902
2015020160,2015-10-31,13,H,1,1.2115,36.8519,9.5,30.875,0.898
2015020160,2015-10-31,15,A,2,0.9438,31.1375,9.9,31.6914,0.896
2015020161,2015-10-31,29,H,2,0.6161,29.1519,8.9,30.35,0.91
2015020161,2015-10-31,52,A,3,1.069,30.575,9.9,35.3671,0.886
2015020162,2015-11-01,19,H,3,0.9677,28.725,11.2,31.2625,0.915
2015020162,2015-11-01,30,A,2,1.0444,30.9625,9.5,32.2625,0.887
2015020163,2015-11-01,22,H,4,1.1257,33.475,11.9,27.358,0.889
2015020163,2015-11-01,20,A,5,1.0714,35.7901,8.8,31.425,0.899
2015020164,2015-11-01,21,H,3,1.1844,33.4051,10.0,31.9375,0.88
2015020164,2015-11-01,28,A,4,0.7767,29.525,9.7,31.1139,0.912
2015020165,2015-11-01,12,H,3,1.2279,34.85,9.0,31.575,0.902
2015020165,2015-11-01,14,A,4,1.0563,31.7625,10.7,25.9625,0.901
2015020166,2015-11-02,8,H,5,0.8238,27.3,10.1,30.35,0.91
2015020166,2015-11-02,52,A,1,1.069,30.575,9.9,33.7125,0.89
2015020167,2015-11-02,2,H,1,1.2014,30.7284,9.6,33.1139,0.891
2015020167,2015-11-02,7,A,2,0.9592,32.3544,11.0,31.1728,0.915
2015020168,2015-11-02,24,H,4,0.6261,28.3375,8.9,33.3875,0.914
2015020168,2015-11-02,18,A,2,0.9726,29.5875,9.1,39.1875,0.896
2015020169,2015-11-03,10,H,4,1.2971,32.2875,10.5,30.1125,0.912
2015020169,2015-11-03,25,A,1,1.2014,31.825,10.8,29.35,0.908
2015020170,2015-11-03,16,H,4,0.6373,26.8125,9.0,27.963,0.889
2015020170,2015-11-03,26,A,2,1.0637,32.3704,10.3,33.525,0.891
2015020171,2015-11-03,23,H,4,0.8883,29.725,11.0,31.45,0.893
2015020171,2015-11-03,4,A,1,0.8706,29.2625,9.0,30.8,0.882
2015020172,2015-11-04,6,H,3,1.7297,32.975,11.0,30.1125,0.912
2015020172,2015-11-04,25,A,5,1.2014,31.825,10.8,29.825,0.93
2015020173,2015-11-04,2,H,2,1.2014,30.7284,9.6,28.075,0.904
2015020173,2015-11-04,1,A,1,1.2838,34.4625,10.1,31.1728,0.915
2015020174,2015-11-04,3,H,5,1.2067,31.5802,10.6,30.875,0.898
